# x1, x2, y
1.358,5.139,2.000
-2.403,8.644,3.000
8.156,-3.571,4.000
-3.433,4.372,2.000
0.212,3.647,0.000
-3.287,5.833,2.000
-1.583,7.230,0.000
0.176,2.064,1.000
3.217,3.996,0.000
0.395,3.850,0.000
7.552,-2.988,4.000
2.155,1.351,1.000
9.079,2.583,5.000
-3.133,4.500,2.000
11.055,-1.856,4.000
7.200,1.054,5.000
-0.597,2.174,0.000
7.484,1.561,5.000
0.241,2.648,2.000
-0.801,9.825,3.000
-3.485,8.495,3.000
1.298,0.896,2.000
10.655,-1.853,4.000
0.454,4.538,0.000
-0.992,3.978,2.000
6.795,-1.848,5.000
0.712,1.478,1.000
6.619,0.321,5.000
3.895,0.978,5.000
5.776,-1.174,5.000
-2.617,9.511,3.000
-0.383,7.523,3.000
5.281,0.219,5.000
2.013,1.540,1.000
-2.819,5.783,2.000
-2.290,7.611,3.000
9.171,0.239,4.000
3.275,6.508,0.000
3.764,-0.955,1.000
4.725,2.892,5.000
8.526,0.563,4.000
0.173,7.603,3.000
10.697,-2.200,4.000
0.749,0.029,1.000
2.321,0.295,1.000
-2.853,5.284,0.000
0.694,0.976,1.000
6.992,1.813,5.000
-1.214,4.383,2.000
-3.275,4.269,2.000
9.126,-3.326,4.000
4.381,2.122,0.000
2.273,3.191,0.000
2.326,9.252,3.000
-2.202,8.850,3.000
1.047,0.358,1.000
-2.132,4.752,2.000
4.869,-2.757,5.000
1.274,4.277,2.000
1.642,4.804,0.000
-0.240,8.447,3.000
7.435,-1.065,4.000
2.822,6.107,0.000
10.559,-3.308,4.000
10.963,-3.951,4.000
-0.366,0.579,1.000
-0.828,0.614,2.000
-2.260,7.883,3.000
4.178,0.656,5.000
7.773,-4.648,4.000
2.659,-0.130,1.000
-0.654,6.196,3.000
-1.337,3.521,2.000
-0.355,1.333,0.000
-2.147,1.797,2.000
7.299,-3.024,4.000
5.304,-1.485,5.000
8.068,-3.365,4.000
-0.998,8.788,3.000
-1.511,5.597,2.000
1.446,3.023,0.000
6.254,0.431,5.000
7.722,-1.309,4.000
0.705,5.762,2.000
8.590,-2.305,4.000
2.118,4.486,0.000
-0.684,6.186,3.000
1.209,4.871,0.000
1.045,4.023,0.000
6.772,-1.825,5.000
-1.650,9.039,3.000
-0.327,9.219,3.000
1.588,0.982,1.000
3.149,1.091,1.000
-0.390,1.592,1.000
1.104,0.354,1.000
-1.901,10.609,3.000
5.798,-0.529,5.000
1.289,-0.873,1.000
0.836,-1.692,1.000
