# x1, x2, y
0.210,2.533,0.000
-3.188,8.236,3.000
2.118,4.486,0.000
1.209,4.871,0.000
2.822,6.107,0.000
0.395,3.850,0.000
-2.819,5.783,2.000
0.176,7.967,3.000
-1.583,7.230,0.000
-1.802,7.476,3.000
-0.288,5.410,3.000
-2.749,5.518,3.000
-1.307,6.083,3.000
-0.463,7.578,3.000
0.037,6.859,3.000
4.880,-1.124,1.000
0.296,3.813,1.000
2.048,4.335,2.000
-2.538,2.966,2.000
3.764,-0.955,1.000
4.381,2.122,0.000
-2.969,7.179,3.000
-2.682,3.727,2.000
2.754,-1.407,1.000
-0.367,4.884,0.000
-1.675,1.923,2.000
1.358,5.139,2.000
0.454,4.538,0.000
4.288,3.741,1.000
3.823,0.628,1.000
1.047,0.358,1.000
-0.310,5.432,3.000
2.321,0.295,1.000
2.071,3.576,1.000
-0.606,4.301,2.000
1.446,3.023,0.000
-1.995,10.730,3.000
1.451,2.731,1.000
1.997,9.840,3.000
-2.644,1.678,2.000
1.192,6.485,0.000
-1.277,3.870,2.000
-2.214,4.500,3.000
-2.896,4.593,2.000
-2.569,2.693,2.000
-3.086,9.102,3.000
0.749,0.029,1.000
-2.481,3.933,2.000
0.212,3.647,0.000
-0.355,1.333,0.000
-0.903,5.470,0.000
1.588,0.982,1.000
-0.662,2.605,2.000
-2.180,5.692,2.000
0.163,1.298,2.000
-1.285,6.728,3.000
-0.091,9.071,3.000
3.149,1.091,1.000
2.590,1.958,1.000
0.534,8.311,3.000
-1.779,5.773,3.000
0.449,2.479,1.000
2.246,1.501,1.000
3.275,6.508,0.000
0.150,2.352,1.000
0.401,8.818,3.000
-3.501,2.226,2.000
-0.933,1.278,2.000
2.368,2.363,1.000
1.642,4.804,0.000
-2.800,8.858,3.000
0.308,2.249,1.000
0.821,4.920,0.000
-1.932,7.862,3.000
1.045,4.023,0.000
2.273,3.191,0.000
1.274,4.277,2.000
-1.929,4.122,2.000
2.659,-0.130,1.000
-0.390,1.592,1.000
0.836,-1.692,1.000
-2.358,10.150,3.000
-1.080,4.907,2.000
-1.445,3.985,0.000
1.104,0.354,1.000
-0.106,2.685,2.000
0.694,0.976,1.000
1.435,-0.224,1.000
3.217,3.996,0.000
1.076,4.757,0.000
0.934,4.946,0.000
-0.962,1.269,2.000
-0.597,2.174,0.000
-0.518,3.529,2.000
-3.764,3.577,2.000
-2.905,7.914,3.000
-2.453,6.801,3.000
-1.629,5.488,2.000
0.133,8.314,3.000
-2.853,5.284,0.000
