# x1, x2, y
0.395,3.850,0.000
5.235,1.133,5.000
0.329,6.691,6.000
8.379,-2.410,4.000
-2.896,4.593,2.000
4.856,-0.009,5.000
-2.682,3.727,2.000
0.763,3.763,1.000
2.321,0.295,1.000
-3.086,9.102,3.000
3.149,1.091,1.000
8.810,-4.845,4.000
-1.583,7.230,0.000
-3.188,8.236,3.000
1.268,8.351,6.000
-2.358,10.150,3.000
2.964,7.832,6.000
-0.310,5.432,3.000
-0.606,4.301,2.000
-1.404,7.795,6.000
0.749,0.029,1.000
2.246,1.501,1.000
-10.749,-7.057,7.000
9.508,-1.983,4.000
-2.274,5.812,2.000
0.694,0.976,1.000
2.759,9.022,6.000
-8.890,-6.937,7.000
-2.853,5.284,0.000
-8.603,-8.016,7.000
-1.929,4.122,2.000
3.408,7.478,6.000
0.401,8.818,3.000
7.137,-3.071,4.000
-8.521,-10.742,7.000
-7.614,-10.613,7.000
0.212,3.647,0.000
-0.243,1.714,0.000
8.185,-4.406,4.000
0.296,3.813,1.000
-1.675,1.923,2.000
-0.518,3.529,2.000
0.150,2.352,1.000
8.578,-1.609,4.000
5.634,2.195,5.000
1.435,-0.224,1.000
1.451,2.731,1.000
12.662,-2.395,4.000
0.454,4.538,0.000
9.486,-2.810,4.000
1.446,3.023,0.000
1.076,4.757,0.000
0.534,8.311,3.000
-8.857,-9.469,7.000
0.215,6.355,6.000
-7.317,-8.632,7.000
7.490,-3.091,4.000
-0.375,8.043,6.000
9.290,-1.012,5.000
3.833,-1.442,5.000
-2.749,5.518,3.000
-2.569,2.693,2.000
-2.628,9.421,6.000
0.308,2.249,1.000
6.433,-3.581,5.000
8.768,1.163,5.000
-0.069,7.136,3.000
-0.828,7.688,3.000
4.880,-1.124,1.000
-1.445,3.985,0.000
2.930,0.861,5.000
-6.379,-6.979,7.000
-0.390,1.592,1.000
-3.764,3.577,2.000
-1.932,7.862,3.000
-6.107,-8.011,7.000
-3.248,2.261,2.000
-8.981,-9.949,7.000
2.048,4.335,2.000
0.335,11.001,6.000
2.368,2.363,1.000
-0.903,5.470,0.000
-9.043,-8.608,7.000
0.814,8.747,6.000
10.055,-3.195,4.000
-7.357,-8.169,7.000
-0.106,2.685,2.000
4.267,2.395,5.000
6.869,2.531,5.000
-9.477,-9.931,7.000
2.071,3.576,1.000
-2.481,3.933,2.000
-2.905,7.914,3.000
0.281,7.292,6.000
1.124,11.897,6.000
0.934,4.946,0.000
2.273,3.191,0.000
11.515,-5.436,4.000
6.620,0.711,5.000
4.796,2.882,5.000
-9.109,-10.682,7.000
5.981,1.452,5.000
0.700,8.091,6.000
3.764,-0.955,1.000
3.217,3.996,0.000
-7.292,-6.546,7.000
-2.644,1.678,2.000
6.899,-1.416,4.000
-8.505,-7.517,7.000
1.209,4.871,0.000
8.377,-2.688,4.000
0.210,2.533,0.000
9.248,-1.762,4.000
-11.232,-7.724,7.000
-0.962,1.269,2.000
-1.629,5.488,2.000
-11.963,-9.791,7.000
1.298,8.082,6.000
-11.126,-7.676,7.000
8.459,-1.707,4.000
-1.273,9.188,6.000
4.288,3.741,1.000
-2.453,6.801,3.000
-1.080,4.907,2.000
2.754,-1.407,1.000
0.641,9.442,6.000
2.659,-0.130,1.000
7.839,-2.850,4.000
0.133,8.314,3.000
2.822,6.107,0.000
9.074,-2.778,4.000
4.940,3.118,1.000
2.521,6.736,6.000
0.117,8.311,3.000
0.025,3.760,0.000
3.275,6.508,0.000
7.539,-1.159,4.000
-0.091,9.071,3.000
-0.032,3.764,0.000
0.382,7.730,6.000
0.163,1.298,2.000
2.788,3.675,5.000
0.037,6.859,3.000
-0.355,1.333,0.000
8.053,-4.531,4.000
6.834,-0.113,5.000
-9.017,-9.400,7.000
-8.159,-9.747,7.000
-2.180,5.692,2.000
11.002,-0.712,4.000
-2.214,4.500,3.000
9.913,-1.316,4.000
5.657,-0.442,5.000
-3.501,2.226,2.000
-0.662,2.605,2.000
6.575,0.404,5.000
-0.103,3.049,2.000
1.642,4.804,0.000
2.409,8.518,6.000
-2.800,8.858,3.000
6.264,1.491,5.000
-8.865,-8.850,7.000
2.229,9.036,6.000
-7.728,-8.591,7.000
-7.429,-7.723,7.000
4.381,2.122,0.000
5.368,0.724,5.000
-1.779,5.773,3.000
3.823,0.628,1.000
-10.058,-10.465,7.000
6.875,0.339,5.000
0.784,8.653,6.000
-0.463,7.578,3.000
0.304,9.927,6.000
-1.277,3.870,2.000
-1.802,7.476,3.000
5.631,2.283,5.000
4.892,-0.144,5.000
-0.933,1.278,2.000
1.588,0.982,1.000
-1.285,6.728,3.000
-0.288,5.410,3.000
8.317,-2.927,4.000
-2.538,2.966,2.000
0.449,2.479,1.000
3.875,3.065,5.000
5.669,2.108,5.000
2.482,6.729,6.000
1.773,7.176,6.000
2.590,1.958,1.000
4.857,2.257,1.000
7.857,-2.946,4.000
1.045,4.023,0.000
6.962,-2.236,4.000
1.997,9.840,3.000
-0.597,2.174,0.000
-1.307,6.083,3.000
-0.367,4.884,0.000
10.311,-1.289,4.000
4.144,-0.518,5.000
