# x1, x2, y
0.619,3.477,0.000
-2.153,8.022,3.000
1.509,4.389,0.000
1.085,4.569,0.000
1.837,5.145,0.000
0.705,4.092,0.000
-2.130,4.255,2.000
-0.584,7.897,3.000
-0.218,5.669,0.000
-1.507,7.668,3.000
-0.800,6.704,3.000
-1.948,6.754,3.000
-1.276,7.018,3.000
-0.882,7.715,3.000
-0.648,7.380,3.000
3.373,-0.046,1.000
1.234,2.258,1.000
0.141,3.579,2.000
-1.999,2.940,2.000
2.853,0.033,1.000
2.565,3.286,0.000
-2.051,7.529,3.000
-2.066,3.295,2.000
2.381,-0.178,1.000
0.349,4.575,0.000
-1.596,2.453,2.000
-0.181,3.954,2.000
0.733,4.413,0.000
3.097,2.225,1.000
2.880,0.772,1.000
1.585,0.646,1.000
-0.811,6.714,3.000
2.179,0.616,1.000
2.063,2.148,1.000
-1.097,3.563,2.000
1.195,3.706,0.000
-1.597,9.186,3.000
1.773,1.753,1.000
0.266,8.771,3.000
-2.048,2.339,2.000
1.077,5.322,0.000
-1.410,3.362,2.000
-1.699,6.279,3.000
-2.166,3.700,2.000
-2.013,2.813,2.000
-2.106,8.427,3.000
1.446,0.492,1.000
-1.972,3.391,2.000
0.620,3.997,0.000
0.355,2.917,0.000
0.099,4.848,0.000
1.837,0.937,1.000
-1.123,2.772,2.000
-1.832,4.212,2.000
-0.738,2.162,2.000
-1.265,7.319,3.000
-0.708,8.412,3.000
2.566,0.988,1.000
2.305,1.392,1.000
-0.417,8.057,3.000
-1.496,6.873,3.000
1.306,1.636,1.000
2.144,1.179,1.000
2.049,5.332,0.000
1.166,1.576,1.000
-0.478,8.294,3.000
-2.448,2.595,2.000
-1.250,2.153,2.000
2.201,1.581,1.000
1.287,4.537,0.000
-1.972,8.313,3.000
1.240,1.528,1.000
0.904,4.591,0.000
-1.567,7.848,3.000
1.008,4.173,0.000
1.581,3.784,0.000
-0.220,3.552,2.000
-1.715,3.480,2.000
2.337,0.418,1.000
0.914,1.222,1.000
1.486,-0.311,1.000
-1.766,8.916,3.000
-1.318,3.846,2.000
-0.153,4.155,0.000
1.611,0.644,1.000
-0.864,2.809,2.000
1.420,0.934,1.000
1.766,0.374,1.000
2.022,4.160,0.000
1.023,4.516,0.000
0.957,4.604,0.000
-1.263,2.148,2.000
0.242,3.310,0.000
-1.056,3.203,2.000
-2.571,3.225,2.000
-2.021,7.872,3.000
-1.811,7.353,3.000
-1.575,4.117,2.000
-0.604,8.059,3.000
-0.811,4.761,0.000
